owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
electrode-io,electrode,4196.0,301.0,515,861.3,3.0,1.0,-1.0,-1.0,27.0,14.6,0.0,19.0,62.0,15,4.0,105.0,2003.4,26309,32.0,273.0,1.6,2023.0,2763.21,-1.0,-1.0,3.0,27.0,23.0,0.99,1.0,1.2,19.0
wintercounter,mhy,270.0,32.0,2,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,42.0,0,12.0,81.0,1819.1,5860,0.0,-1.0,1.1,12.0,2109.73,151.0,-1.0,-1.0,5.0,-1.0,0.62,0.89,1.2,11.0
dexteryy,Project-WebCube,292.0,20.0,6,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,4.0,73.0,3606.5,8987,158.0,-1.0,1.0,1.0,2988.23,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,0.5,1.2,8.0
compute-io,compute.io,134.0,5.0,17,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,37.0,0,8.0,232.0,3332.3,190,0.0,-1.0,1.1,1.0,3493.92,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,0.0,1.2,7.0
slushjs,gulp-conflict,44.0,12.0,826,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,37.0,0,11.0,7.0,3638.5,238,0.0,-1.0,1.5,3.0,3661.37,1.0,-1.0,-1.0,-1.0,-1.0,0.30,0.86,1.2,6.0
sebastian-software,advanced-boilerplate,156.0,9.0,4,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,2.0,73.0,2029.7,39829,134.0,-1.0,1.3,68.0,2817.57,186.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.2,8.0
embarklabs,embark,7552.0,498.0,295,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,75.0,19,0.0,55.0,1974.3,17703,194.0,415.0,1.7,2050.0,3234.45,76.0,1.0,-1.0,-1.0,-1.0,0.84,0.97,1.2,36.0
agneta,platform,8.0,2.0,2,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,50.0,6,2.0,14.0,2160.2,24099,134.0,-1.0,1.0,-1.0,2466.33,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,1.0,1.2,7.0
ziruYU,nodejs,0.0,0.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,14.0,0,3.0,5.0,1901.1,794,39.0,-1.0,1.0,-1.0,2392.58,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,8.0
NetWilliam,protocol-buffers-schema,2.0,0.0,2,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,0,4.0,38.0,2413.1,0,0.0,-1.0,2.4,25.0,2463.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.2,7.0
toyako,yanglao,2.0,0.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.0,0,1.0,12.0,1443.0,71,0.0,-1.0,1.0,-1.0,2510.76,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,7.0
cnn007,node-dingtalk-robot,4.0,1.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,28.0,0,11.0,91.0,1856.1,529,0.0,-1.0,1.0,-1.0,2374.87,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,8.0
chjj,bslint,6.0,1.0,4,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,6.0,84.0,3159.7,381,0.0,-1.0,1.0,-1.0,1916.35,-1.0,-1.0,1.0,-1.0,2.0,0.00,0.0,1.2,8.0
aethant,merino,6.0,1.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,28.0,0,1.0,24.0,2353.8,46745,226.0,-1.0,1.8,3.0,2721.3,3.0,-1.0,-1.0,-1.0,-1.0,0.03,0.49,1.2,9.0
Anoop24031989,cordova-plugin-tsp-for-Android,0.0,0.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,14.0,0,-1.0,4.0,2427.1,0,0.0,-1.0,1.0,-1.0,2421.72,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,7.0
joshmatz,big-bertha,10.0,1.0,2,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,5.0,40.0,3093.2,0,0.0,-1.0,1.0,-1.0,2721.31,2.0,-1.0,-1.0,-1.0,-1.0,0.57,0.6,1.2,8.0
chjj,babylonia,6.0,0.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,8.0,84.0,3159.7,345,0.0,-1.0,1.0,-1.0,1916.38,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,8.0
ericmcornelius,ease,6.0,4.0,1,861.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,14.0,0,-1.0,63.0,3217.3,24645,97.0,-1.0,1.0,-1.0,2901.89,1.0,-1.0,-1.0,-1.0,-1.0,0,0.33,1.2,8.0
codemirror,CodeMirror,52956.0,4945.0,0,861.2,-1.0,-1.0,0.2,1.3,9.0,0.8,0.3,5.0,62.0,6,3.0,55.0,1257.5,696,0.0,42.0,4.4,614.0,4825.43,171.0,26.0,6.0,9.0,16.0,0.90,0.99,1.2,5.0
nithincvpoyyil,voice-listener,4.0,1.0,2,861.2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,5.0,29.0,1679.5,11097,0.0,-1.0,1.0,-1.0,2506.34,1.0,-1.0,-1.0,5.0,-1.0,0,0.0,1.2,8.0
hexlet-components,js-pairs,66.0,20.0,375,861.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,0,3.0,101.0,1293.4,9659,4.0,2.0,2.1,19.0,2897.57,-1.0,-1.0,-1.0,2.0,-1.0,0,0.95,1.2,8.0
terryarbase,nextnode,2.0,0.0,4,861.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,28.0,0,56.0,14.0,1549.6,6277,182.0,-1.0,1.3,60.0,1984.74,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.29,1.2,9.0
rstacruz,pnpm,54228.0,891.0,15753,854.1,10.0,4.0,18.1,5.3,270.0,4.9,1.7,74.0,87.0,16,10.0,561.0,2980.7,21698,86.0,7809.0,1.4,2002.0,2985.68,911.0,354.0,51.0,288.0,426.0,0.64,0.98,1.2,74.0
ckeditor,ckeditor5-build-inline,36.0,123.0,0,854.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,62.0,0,3.0,126.0,2146.7,2467,0.0,-1.0,3.8,114.0,2402.24,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.2,24.0
mehmetkose,react-websocket,702.0,85.0,3246,854.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,6.0,164.0,2399.3,4498,24.0,-1.0,2.6,9.0,3168.41,1.0,-1.0,-1.0,-1.0,-1.0,0.41,1.0,1.2,8.0
stewartml,react-angular-component,2.0,1.0,1,854.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,28.0,0,1.0,2.0,0.0,13740,82.0,-1.0,-1.0,-1.0,2154.04,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,8.0
akserg,ng2-toasty,566.0,104.0,3334,854.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,71.0,0,6.0,63.0,2962.3,3558,0.0,-1.0,1.8,22.0,2964.31,35.0,-1.0,-1.0,-1.0,-1.0,0.67,0.8,1.2,7.0
primefaces,primeng,18410.0,4394.0,80144,853.0,10.0,11.0,19.5,6.6,348.0,13.3,0.0,127.0,50.0,0,1.0,41.0,1575.9,9203,6.0,11923.0,3.7,4133.0,2997.61,260.0,607.0,137.0,382.0,1789.0,0.92,0.99,1.3,127.0
jabbla,Freemamba,6.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.0,0,14.0,38.0,2162.3,6486,0.0,-1.0,1.0,-1.0,2420.39,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,7.0
askiiRobotics,react-native-ok-sdk,0.0,8.0,3,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,42.0,0,8.0,20.0,1736.0,26832,76.0,-1.0,-1.0,-1.0,2449.55,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,0.0,1.3,7.0
namchey,linkpreview,140.0,10.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,37.0,0,7.0,7.0,1849.5,48879,129.0,-1.0,1.1,9.0,1767.55,-1.0,-1.0,1.0,-1.0,1.0,0.33,0.56,1.3,9.0
dorado-lmz,axios-retry,0.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,0,6.0,47.0,2187.3,0,55.0,-1.0,2.4,6.0,2198.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.3,8.0
linagora,openpaas-esn,940.0,148.0,41,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,37.0,0,5.0,392.0,2272.7,2076,0.0,-1.0,2.0,2081.0,3561.33,-1.0,-1.0,-1.0,3.0,-1.0,0.96,0.87,1.3,10.0
lazy-bee,ui,46.0,10.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,12.0,0,5.0,3.0,1871.8,66481,166.0,-1.0,1.4,134.0,1907.86,-1.0,-1.0,-1.0,-1.0,-1.0,0.36,0.47,1.3,9.0
colmbrady,react-native-feather,22.0,3.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,3.0,25.0,1872.1,29723,58.0,-1.0,1.0,-1.0,2196.65,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.3,8.0
mzamoras,rbc,0.0,0.0,3,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,42.0,0,19.0,26.0,2013.4,6205,164.0,-1.0,1.1,12.0,2371.79,12.0,-1.0,-1.0,-1.0,-1.0,0.00,0.55,1.3,10.0
patternweb,patternx,8.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,25.0,0,3.0,9.0,2335.9,24444,102.0,-1.0,1.0,-1.0,2370.41,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,0.0,1.3,9.0
LearningLocker,learninglocker,1080.0,270.0,2,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,50.0,0,0.0,9.0,2823.8,54685,171.0,-1.0,1.9,1410.0,3714.36,218.0,-1.0,-1.0,-1.0,-1.0,0.89,0.99,1.3,13.0
dropbox,zxcvbn,29066.0,917.0,20235,853.0,0.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,6.0,37.0,0,12.0,227.0,2540.1,15,1.0,-1.0,1.4,19.0,4415.86,11.0,2.0,-1.0,-1.0,-1.0,0.50,0.77,1.3,6.0
1903514970,cordova-plugin-demotoast,0.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,28.0,0,1.0,14.0,1771.0,0,0.0,-1.0,1.0,-1.0,1894.64,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
Automattic,wp-calypso,24668.0,1946.0,249,-1.0,-1.0,-1.0,17.6,2.8,-1.0,-1.0,-1.0,603.0,87.0,0,7.0,1012.0,2096.9,41079,33.0,111833.0,3.0,17333.0,3064.17,42.0,285.0,231.0,-1.0,5115.0,0.83,0.99,-1.0,603.0
schacker,hpack-cli,2.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,28.0,0,6.0,93.0,2011.8,3862,0.0,-1.0,1.0,-1.0,2103.93,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
FrontendSolutionsGmbH,ufp-core-frontend,0.0,1.0,4,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,9.0,22.0,1984.4,29527,69.0,-1.0,1.0,15.0,2384.42,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.3,8.0
APCOvernight,apc-youtube,2.0,1.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,25.0,0,1.0,36.0,1930.1,6690,61.0,-1.0,1.0,-1.0,2078.61,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
qh08,hendo-cli,30.0,2.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.0,0,10.0,23.0,1920.1,1095,0.0,-1.0,1.0,-1.0,2580.47,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,0.0,1.3,7.0
tronscan,tronscan-frontend,502.0,202.0,1,853.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,37.0,0,4.0,12.0,1632.0,60896,141.0,-1.0,1.7,21140.0,2145.3,47.0,1.0,-1.0,1.0,-1.0,0.99,0.94,1.3,12.0
ournameismud,mulp,6.0,1.0,10,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,25.0,0,1.0,40.0,1935.6,43226,198.0,-1.0,1.0,-1.0,2369.52,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
diplomatiegouvfr,hornet-js-builder,0.0,1.0,8,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,50.0,10,42.0,22.0,2489.5,1211,198.0,-1.0,2.3,122.0,3049.5,16.0,-1.0,-1.0,-1.0,-1.0,0.00,1.0,1.3,8.0
cakrit,landscapeapp,2.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,1,9.0,4.0,1433.9,0,136.0,-1.0,1.0,7.0,1920.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.3,8.0
luigimannoni,tovar.js,4.0,0.0,4,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,28.0,0,5.0,44.0,1600.9,5192,0.0,-1.0,1.0,-1.0,2929.45,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,9.0
meepobrother,nger,112.0,15.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,9.0,477.0,1971.7,3154,0.0,-1.0,1.0,9.0,1806.36,-1.0,-1.0,-1.0,-1.0,-1.0,0.50,1.0,1.3,8.0
GuillaumeIsabelleX,gix-npm-server,0.0,0.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,3.0,206.0,1587.0,100,0.0,-1.0,1.0,-1.0,1974.46,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
conveyal,modeify,128.0,29.0,1,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,37.0,0,8.0,115.0,3007.8,38272,189.0,-1.0,1.1,625.0,3721.05,10.0,-1.0,-1.0,-1.0,-1.0,0.86,1.0,1.3,11.0
rachmanzz,bim,0.0,0.0,3,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,28.0,0,4.0,87.0,1648.2,912,0.0,-1.0,1.0,1.0,1780.82,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.0,1.3,9.0
smashingboxes,smashing-dev-tool,2.0,2.0,2,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,12.0,0,14.0,30.0,2821.4,1850,0.0,-1.0,1.1,3.0,3561.17,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,1.0,1.3,8.0
jkhax0r,require_bluetooth_le,0.0,0.0,3,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,14.0,0,1.0,12.0,2502.7,0,0.0,-1.0,1.0,-1.0,2984.31,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,7.0
elandamor,the-react-scripts,0.0,0.0,0,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,0.0,0,-1.0,47.0,1415.7,1603,11.0,-1.0,1.0,-1.0,1287.73,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,9.0
unctionjs,complete,6.0,0.0,10,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,124.0,129.0,2367.0,26815,24.0,-1.0,1.0,-1.0,2428.1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.2,1.3,8.0
hades217,lightsight,2.0,1.0,2,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,57.0,1,6.0,58.0,2455.5,5985,0.0,-1.0,1.0,-1.0,2161.76,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,8.0
Joywok,JwComponents,0.0,0.0,7,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,12.0,0,1.0,22.0,3015.8,0,0.0,-1.0,1.0,-1.0,2497.74,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.3,7.0
founderlab,frameworkstein,2.0,1.0,0,853.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,25.0,0,7.0,34.0,2789.4,31469,33.0,66.0,1.0,17.0,2342.03,-1.0,-1.0,1.0,-1.0,40.0,0,0.42,1.3,9.0
teambit,bit,34820.0,885.0,0,852.7,28.0,1.0,18.6,5.8,796.0,3.5,4.8,62.0,75.0,21,11.0,80.0,1431.5,39871,41.0,-1.0,2.3,5798.0,2625.38,126.0,49.0,19.0,799.0,1240.0,0.99,1.0,1.2,62.0
bshack,white-label,0.0,0.0,1,852.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,28.0,0,16.0,18.0,2590.6,23100,168.0,-1.0,1.0,-1.0,2935.93,30.0,-1.0,-1.0,-1.0,-1.0,0.67,0.0,1.2,7.0
SinaMFE,webpack-marauder,54.0,9.0,32,852.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,25.0,0,18.0,27.0,2162.8,36867,0.0,-1.0,1.1,48.0,2455.69,-1.0,-1.0,-1.0,-1.0,-1.0,0.78,0.54,1.2,8.0
keystonejs,keystone,17484.0,1109.0,1095,850.2,-5.0,-1.0,25.9,9.2,191.0,6.0,0.2,6.0,87.0,5,10.0,35.0,2441.4,23088,4.0,5247.0,3.0,8600.0,2187.55,59.0,42.0,22.0,207.0,174.0,0.95,0.99,1.2,6.0
ipfs,aegir,192.0,65.0,1372,848.7,6.0,1.0,70.0,0.2,126.0,10.4,11.7,56.0,50.0,0,12.0,218.0,1858.8,575,0.0,1452.0,2.2,226.0,2933.11,334.0,3.0,7.0,129.0,144.0,0.87,0.99,1.2,56.0
choerodon,choerodon-front-boot,54.0,26.0,28,848.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,37.0,0,16.0,50.0,1933.6,18887,26.0,-1.0,1.5,257.0,2143.74,-1.0,-1.0,-1.0,3.0,-1.0,0.50,0.5,1.2,9.0
kevrat,keystone-rus,0.0,0.0,1,848.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,1,13.0,2.0,0.0,0,145.0,1.0,3.3,2730.0,2395.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.2,8.0
nodecg,nodecg,2042.0,145.0,70,849.5,26.0,2.0,49.6,0.2,39.0,5.5,0.2,26.0,62.0,8,9.0,24.0,2352.7,5994,1.0,393.0,1.5,272.0,3595.21,89.0,7.0,4.0,43.0,48.0,0.82,0.99,1.2,26.0
react-component,rn-packager,132.0,13.0,6,849.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,37.0,0,8.0,108.0,2564.4,8634,0.0,-1.0,1.3,314.0,3014.39,-1.0,-1.0,-1.0,-1.0,-1.0,0.60,0.93,1.2,9.0
JowayYoung,bruce-cli,810.0,93.0,2,848.7,-1.0,-1.0,-1.0,-1.0,2.0,17.1,17.1,9.0,42.0,0,1.0,18.0,1326.1,231,0.0,-1.0,1.0,-1.0,1899.73,-1.0,-1.0,1.0,2.0,7.0,0.68,1.0,1.2,9.0
palantir,blueprint,40628.0,2133.0,16081,846.6,28.0,1.0,21.1,4.6,299.0,4.7,1.6,61.0,75.0,4,14.0,226.0,2279.6,12801,3.0,-1.0,2.5,1711.0,2714.11,111.0,67.0,37.0,311.0,296.0,0.79,0.99,1.2,61.0
resin-io,resin-cli,886.0,136.0,23,845.5,2.0,1.0,34.8,5.1,57.0,8.0,6.2,36.0,62.0,11,13.0,-1.0,-1.0,1098,0.0,1781.0,3.1,539.0,3317.32,853.0,17.0,14.0,64.0,173.0,0.72,0.99,1.2,36.0
TryGhost,Ghost,90496.0,9880.0,1659,848.3,39.0,0.0,19.8,4.3,2192.0,2.8,2.5,51.0,100.0,0,5.0,131.0,1790.0,56192,54.0,46125.0,2.7,11467.0,3984.54,754.0,118.0,108.0,2251.0,2401.0,1.00,0.99,1.2,51.0
INSIDEM2M,slim,6.0,1.0,1,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,37.0,0,-1.0,11.0,2677.6,0,178.0,-1.0,1.2,32.0,2669.41,-1.0,-1.0,-1.0,-1.0,-1.0,0.98,1.0,1.2,9.0
fluidtrends,chunky,106.0,8.0,0,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,5.0,36.0,1767.8,9804,57.0,-1.0,1.3,476.0,2603.62,2.0,-1.0,-1.0,-1.0,-1.0,0.36,0.96,1.2,8.0
npm,npm,35008.0,3031.0,19,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,37.0,0,1.0,343.0,2614.2,0,0.0,-1.0,1.6,5284.0,5297.28,261.0,-1.0,-1.0,-1.0,-1.0,0.88,1.0,1.2,65.0
shubhsherl,Ghost,0.0,0.0,1,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,0,4.0,100.0,1639.0,0,158.0,-1.0,3.4,3072.0,1834.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08,1.2,8.0
suntoe,wnode,0.0,0.0,2,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,42.0,0,1.0,147.0,2957.9,5256,106.0,-1.0,1.0,-1.0,2551.33,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1.2,7.0
smartprix,sm-webpack-config,2.0,2.0,8,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,25.0,0,22.0,30.0,2189.3,5068,0.0,-1.0,1.3,18.0,2748.76,-1.0,-1.0,-1.0,-1.0,-1.0,0.73,1.0,1.2,7.0
bdefore,redux-universal-starter,922.0,48.0,19,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,57.0,4,9.0,80.0,2711.7,5192,0.0,-1.0,2.0,190.0,3047.13,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.2,7.0
codemotion,cogear.js,620.0,26.0,8,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,42.0,0,13.0,-1.0,-1.0,3255,0.0,-1.0,1.1,6.0,2054.37,-1.0,-1.0,-1.0,-1.0,-1.0,0.59,0.86,1.2,12.0
apache,couchdb-fauxton,724.0,224.0,13,848.3,3.0,-1.0,4.8,2.7,20.0,4.9,0.0,11.0,87.0,4,10.0,1100.0,2489.3,12554,1.0,108.0,2.7,1478.0,3726.67,15.0,5.0,4.0,20.0,21.0,0.67,0.99,1.2,11.0
idancali,react-native,0.0,0.0,4,848.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,14,15.0,82.0,1645.9,0,0.0,-1.0,3.4,3401.0,2546.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.2,7.0
superdesk,superdesk-client-core,66.0,87.0,66,847.1,1.0,-1.0,-1.0,0.3,138.0,4.9,7.0,17.0,50.0,5,5.0,79.0,2007.9,12195,167.0,1477.0,2.8,3516.0,2984.89,159.0,1.0,11.0,140.0,197.0,0.70,1.0,1.2,17.0
maxijonson,tchin-react-components,2.0,0.0,3,847.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,42.0,0,15.0,36.0,1012.4,11691,96.0,-1.0,1.0,-1.0,1805.86,2.0,-1.0,-1.0,-1.0,-1.0,0,0.33,1.2,9.0
davanmonet,DaVanMonet,14.0,2.0,3,847.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,25.0,0,18.0,1.0,2398.8,35752,96.0,-1.0,1.5,211.0,2398.77,34.0,-1.0,-1.0,-1.0,-1.0,0.50,0.98,1.2,11.0
zero1five,lambda,0.0,1.0,1,847.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,42.0,0,2.0,76.0,1951.2,34430,137.0,-1.0,1.0,3.0,1713.59,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.3,1.2,10.0
ssbc,patchwork,7166.0,384.0,6,847.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,62.0,0,10.0,247.0,1838.9,11358,41.0,-1.0,3.1,559.0,3203.33,65.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.2,27.0
Travelab,scot4,0.0,0.0,1,847.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,11.0,8.0,2589.8,31436,113.0,-1.0,1.1,53.0,2656.33,66.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.2,8.0
facebook,metro,10020.0,593.0,1444784,844.9,11.0,6.0,17.2,10.2,63.0,17.1,3.0,26.0,87.0,20,8.0,135.0,2276.2,22126,12.0,108.0,3.9,1211.0,2664.04,126.0,70.0,35.0,74.0,184.0,0.54,0.94,1.2,26.0
react-zeroconfig,react-zeroconfig,54.0,2.0,0,844.9,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,18.0,2.0,0.0,31845,69.0,-1.0,-1.0,-1.0,1907.87,19.0,-1.0,-1.0,-1.0,-1.0,0.60,0.96,1.2,8.0
websage-team,super-project,130.0,13.0,33,844.9,0.0,-1.0,-1.0,-1.0,5.0,0.0,-1.0,16.0,50.0,4,3.0,12.0,2496.7,3959,0.0,5.0,1.2,423.0,2510.61,122.0,-1.0,1.0,6.0,15.0,0.68,0.99,1.2,16.0
